Experiment_Code:		127
HEADER_INFORMATION
Dual_Wavelength_Imaging_With_Two_Object_Classes
Object_by_Object_Ratioing
Threshold=0
Red_Objects=	5	Green_Objects=	0
Reserved
Ion:				Ca++
Wavelength_A:			340
Wavelength_B:			380
A_Exposure_Time:		120
B_Exposure_Time:		30
Minimum_Ion_[nMol]:		0.000000
Maximum_Ion_[nMol]:		602.000000
Calibration_Filename:		dw120404#1.CAL
Calibration_A_Exposure_Time:	120.000000
Calibration_B_Exposure_Time:	30.000000
No._of_Calib._Table_Entries:	5
Ca++	Ratio
  0.00	0.572811
 38.00	0.789131
100.00	1.005634
225.00	1.552722
602.00	2.884055
Image_Width:			696
Image_Height:			512
Number_of_Time_Points:		484
Number_of_Objects:		5
Event_Times			0
Horizontal_Binning=2
Vertical_Binning=2
Reserved
DATA_AFTER_THIS_LINE
Time[seconds]	  340[01]	  380[01]	 Ca++[01]	  340[02]	  380[02]	 Ca++[02]	  340[03]	  380[03]	 Ca++[03]	  340[04]	  380[04]	 Ca++[04]	  340[05]	  380[05]	 Ca++[05]	
  670.23	      109	      106	      105	       93	       83	      125	      249	      267	       78	      193	      209	       76	      205	      216	       83	
  672.23	      109	      106	      105	       93	       83	      126	      248	      267	       78	      193	      209	       76	      205	      216	       83	
  674.23	      111	      106	      109	       96	       83	      132	      249	      267	       79	      195	      209	       79	      207	      216	       86	
  676.23	      110	      108	      102	       93	       85	      119	      248	      269	       76	      193	      211	       74	      206	      218	       82	
  678.23	      109	      106	      104	       93	       83	      127	      248	      267	       78	      193	      209	       75	      205	      216	       84	
  680.23	      111	      108	      105	       95	       85	      125	      249	      270	       76	      195	      211	       76	      207	      218	       84	
  682.23	      109	      106	      106	       93	       83	      126	      248	      267	       77	      193	      209	       76	      206	      215	       86	
  684.23	      109	      108	      102	       93	       86	      118	      249	      269	       77	      193	      210	       75	      205	      217	       82	
  686.23	      107	      110	       91	       91	       88	      105	      246	      270	       73	      191	      212	       69	      204	      219	       78	
  688.23	      109	      106	      104	       93	       83	      126	      248	      266	       78	      193	      208	       77	      206	      215	       86	
  690.23	      109	      103	      111	       93	       81	      134	      248	      265	       80	      193	      206	       80	      206	      213	       89	
  692.23	      109	      108	      101	       93	       86	      117	      248	      268	       77	      193	      210	       75	      206	      216	       85	
  694.23	      109	      108	      102	       93	       85	      120	      248	      268	       77	      193	      210	       75	      206	      216	       84	
  696.23	      109	      108	      102	       93	       85	      118	      249	      268	       77	      193	      210	       75	      207	      216	       85	
  698.23	      109	      106	      105	       93	       83	      126	      248	      267	       78	      193	      208	       77	      207	      214	       88	
  700.23	      110	      106	      106	       93	       83	      127	      248	      266	       79	      193	      208	       77	      206	      214	       88	
  702.23	      109	      106	      106	       93	       83	      126	      249	      266	       80	      193	      208	       78	      207	      213	       90	
  704.23	      109	      106	      106	       93	       83	      125	      248	      265	       80	      193	      208	       77	      208	      213	       91	
  706.23	      110	      106	      107	       93	       83	      124	      248	      266	       79	      193	      208	       77	      208	      212	       92	
  708.23	      110	      105	      108	       94	       83	      126	      248	      266	       78	      193	      208	       77	      208	      212	       92	
  710.23	      108	      105	      104	       91	       83	      120	      246	      266	       76	      191	      208	       75	      206	      211	       91	
  712.23	      110	      107	      103	       93	       85	      118	      247	      268	       75	      193	      210	       76	      209	      213	       92	
  714.23	      110	      107	      104	       93	       86	      118	      247	      268	       75	      193	      209	       76	      209	      212	       94	
  716.23	      110	      109	      100	       93	       88	      111	      247	      270	       73	      194	      211	       74	      210	      214	       93	
  718.23	      110	      106	      106	       93	       83	      126	      247	      267	       76	      194	      207	       79	      210	      210	       98	
  720.23	      110	      106	      106	       93	       83	      126	      246	      268	       74	      194	      207	       79	      210	      209	       98	
  722.23	      109	      107	      102	       93	       86	      119	      246	      270	       73	      194	      209	       78	      210	      211	       97	
  724.23	      110	      105	      108	       93	       83	      127	      245	      268	       73	      194	      207	       80	      211	      208	      101	
  726.23	      109	      107	      103	       93	       86	      117	      245	      270	       72	      194	      208	       79	      213	      210	      102	
  728.23	      109	      105	      107	       94	       83	      127	      246	      268	       74	      194	      206	       81	      213	      206	      106	
  730.23	      110	      103	      112	       93	       80	      135	      245	      266	       75	      195	      204	       85	      214	      203	      111	
  732.23	      109	      106	      106	       93	       83	      125	      245	      267	       75	      195	      205	       83	      216	      203	      113	
  734.23	      109	      105	      107	       93	       83	      126	      245	      268	       73	      195	      205	       85	      218	      201	      117	
  736.23	      110	      105	      108	       93	       83	      127	      245	      268	       73	      196	      204	       87	      222	      196	      128	
  738.23	      110	      107	      103	       93	       85	      119	      246	      269	       73	      197	      204	       87	      228	      190	      144	
  740.23	      107	      105	      103	       90	       83	      119	      243	      267	       73	      195	      202	       89	      237	      174	      181	
  742.23	      109	      105	      107	       93	       83	      125	      245	      268	       74	      197	      202	       91	      259	      151	      270	
  744.23	      109	      107	      102	       93	       86	      119	      245	      269	       72	      198	      203	       90	      261	      151	      274	
  746.23	      109	      106	      106	       93	       83	      126	      245	      268	       73	      198	      201	       93	      258	      153	      262	
  748.23	      109	      108	      102	       93	       85	      119	      245	      269	       72	      198	      203	       91	      253	      161	      230	
  750.23	      109	      108	      102	       93	       85	      119	      245	      269	       72	      198	      203	       92	      247	      167	      207	
  752.23	      109	      105	      106	       93	       83	      125	      245	      268	       74	      198	      201	       94	      241	      173	      187	
  754.23	      109	      107	      101	       93	       85	      118	      245	      269	       73	      198	      203	       90	      235	      183	      163	
  756.23	      109	      106	      106	       93	       83	      125	      245	      266	       75	      197	      201	       92	      229	      187	      150	
  758.23	      109	      110	       96	       93	       88	      110	      244	      271	       70	      197	      205	       86	      225	      196	      131	
  760.23	      109	      108	      101	       93	       86	      117	      244	      270	       71	      197	      204	       88	      221	      199	      123	
  762.23	      109	      110	       96	       93	       88	      110	      245	      271	       70	      197	      206	       85	      217	      203	      114	
  764.23	      109	      108	      100	       93	       85	      119	      245	      269	       72	      197	      205	       87	      214	      206	      108	
  766.23	      109	      108	      100	       93	       86	      118	      245	      268	       73	      196	      205	       86	      212	      209	      102	
  768.23	      109	      106	      105	       93	       83	      126	      245	      266	       75	      196	      203	       88	      210	      209	      100	
  770.23	      109	      110	       95	       93	       88	      109	      245	      270	       72	      196	      208	       81	      208	      214	       90	
  772.23	      109	      108	      100	       93	       86	      117	      246	      268	       75	      196	      205	       84	      207	      214	       89	
  774.23	      109	      106	      104	       93	       83	      126	      245	      266	       76	      195	      204	       85	      207	      213	       89	
  776.23	      109	      106	      104	       93	       83	      126	      246	      266	       76	      195	      204	       84	      206	      214	       87	
  778.23	      109	      106	      104	       93	       83	      127	      245	      266	       75	      195	      204	       85	      205	      214	       85	
  780.23	      109	      106	      104	       93	       83	      125	      245	      267	       74	      195	      204	       84	      204	      215	       84	
  782.23	      109	      108	      100	       93	       85	      120	      245	      268	       73	      194	      207	       80	      204	      218	       79	
  784.23	      109	      106	      104	       93	       83	      125	      245	      267	       75	      194	      205	       82	      204	      217	       81	
  786.23	      108	      106	      103	       92	       83	      124	      244	      267	       73	      194	      206	       81	      204	      216	       81	
  788.23	      109	      106	      103	       93	       83	      125	      244	      268	       72	      193	      206	       79	      203	      218	       79	
  790.23	      109	      108	       99	       93	       86	      119	      243	      272	       68	      192	      209	       75	      203	      220	       76	
  792.23	      109	      109	       98	       93	       86	      118	      242	      272	       66	      192	      210	       74	      202	      220	       75	
  794.23	      111	      108	      103	       96	       86	      125	      244	      272	       68	      193	      210	       75	      204	      220	       76	
  796.23	      108	      107	      102	       93	       83	      126	      241	      271	       66	      190	      208	       74	      201	      219	       75	
  798.23	      108	      108	       97	       93	       86	      119	      240	      274	       63	      189	      211	       69	      201	      221	       72	
  800.23	      108	      107	      102	       93	       83	      125	      240	      272	       64	      189	      210	       70	      201	      219	       74	
  802.23	      108	      107	      101	       93	       83	      127	      239	      273	       63	      189	      210	       70	      201	      220	       73	
  804.23	      108	      106	      102	       93	       83	      125	      239	      273	       62	      189	      210	       69	      201	      220	       73	
  806.23	      108	      109	       97	       93	       86	      118	      239	      276	       60	      189	      212	       66	      200	      222	       70	
  808.23	      108	      107	      102	       93	       83	      125	      238	      273	       61	      188	      211	       67	      201	      220	       73	
  810.23	      108	      107	      101	       93	       83	      126	      238	      274	       61	      188	      211	       67	      200	      220	       73	
  812.23	      108	      107	      102	       93	       83	      125	      238	      274	       60	      188	      211	       67	      200	      220	       72	
  814.23	      108	      107	      102	       93	       83	      125	      238	      274	       60	      188	      211	       66	      200	      220	       72	
  816.23	      108	      107	      102	       93	       83	      125	      238	      275	       60	      188	      212	       66	      200	      220	       72	
  818.23	      108	      107	      101	       93	       83	      124	      238	      275	       59	      188	      212	       65	      200	      220	       72	
  820.23	      108	      109	       96	       93	       86	      118	      238	      276	       58	      188	      214	       63	      200	      222	       70	
  822.23	      110	      107	      106	       95	       83	      130	      240	      274	       62	      190	      211	       69	      202	      220	       74	
  824.23	      108	      107	      102	       93	       83	      126	      237	      274	       59	      188	      212	       66	      200	      220	       72	
  826.23	      108	      107	      102	       93	       83	      125	      237	      275	       59	      187	      212	       65	      200	      220	       71	
  828.23	      108	      109	       97	       93	       86	      118	      238	      276	       58	      188	      214	       63	      200	      222	       70	
  830.23	      108	      107	      102	       93	       83	      126	      238	      275	       59	      188	      212	       65	      200	      221	       72	
  832.23	      108	      109	       97	       93	       86	      116	      237	      277	       57	      187	      213	       63	      200	      222	       69	
  834.23	      108	      104	      107	       93	       80	      135	      237	      273	       60	      187	      210	       67	      199	      219	       72	
  836.23	      108	      107	      102	       93	       83	      125	      237	      275	       59	      187	      212	       65	      200	      221	       71	
  838.23	      108	      107	      102	       93	       83	      124	      237	      275	       58	      187	      212	       65	      199	      221	       70	
  840.23	      108	      107	      102	       93	       83	      125	      237	      275	       59	      187	      212	       65	      199	      221	       70	
  842.23	      108	      109	       96	       94	       86	      120	      237	      277	       57	      187	      214	       62	      199	      223	       68	
  844.23	      108	      107	      101	       93	       84	      123	      237	      275	       59	      187	      212	       64	      199	      221	       70	
  846.23	      108	      107	      102	       93	       83	      124	      237	      274	       59	      187	      211	       65	      199	      221	       69	
  848.23	      108	      109	       96	       93	       86	      117	      237	      277	       57	      187	      213	       63	      199	      222	       68	
  850.23	      108	      109	       96	       93	       86	      117	      236	      276	       57	      187	      213	       63	      199	      223	       68	
  852.23	      108	      107	      102	       93	       83	      126	      237	      274	       59	      187	      212	       65	      199	      221	       70	
  854.23	      108	      109	       96	       93	       86	      118	      237	      277	       56	      187	      213	       62	      199	      223	       68	
  856.23	      108	      108	       97	       93	       86	      118	      237	      276	       57	      187	      213	       63	      199	      222	       68	
  858.23	      108	      106	      102	       93	       83	      125	      236	      274	       59	      187	      211	       64	      199	      220	       70	
  860.23	      108	      109	       97	       93	       86	      118	      237	      276	       58	      187	      214	       63	      199	      223	       67	
  862.23	      108	      107	      102	       93	       83	      126	      237	      274	       59	      187	      211	       65	      198	      221	       69	
  864.23	      108	      111	       92	       93	       89	      110	      237	      278	       56	      187	      215	       60	      198	      223	       67	
  866.23	      108	      107	      101	       93	       83	      125	      237	      274	       59	      187	      211	       66	      199	      221	       69	
  868.23	      108	      107	      102	       94	       83	      126	      237	      274	       60	      187	      211	       65	      199	      221	       69	
  870.23	      108	      106	      102	       93	       83	      125	      237	      274	       59	      187	      211	       65	      199	      221	       69	
  872.23	      108	      109	       97	       93	       86	      118	      237	      275	       58	      187	      213	       63	      198	      223	       66	
  874.23	      108	      107	      102	       93	       83	      125	      237	      274	       59	      187	      211	       65	      198	      221	       69	
  876.23	      108	      107	      101	       93	       83	      125	      237	      274	       59	      187	      211	       65	      198	      221	       69	
  878.23	      108	      107	      101	       93	       84	      124	      237	      274	       60	      187	      211	       65	      198	      221	       68	
  880.23	      108	      104	      107	       93	       80	      135	      237	      272	       61	      187	      209	       68	      199	      219	       72	
  882.23	      108	      108	       97	       93	       86	      118	      236	      276	       57	      187	      213	       63	      199	      223	       67	
  884.23	      108	      107	      102	       93	       83	      126	      237	      273	       60	      187	      211	       65	      198	      221	       69	
  886.23	      108	      105	      106	       93	       80	      135	      237	      271	       61	      187	      209	       67	      199	      219	       72	
  888.23	      108	      104	      107	       93	       80	      134	      237	      271	       62	      187	      209	       68	      199	      219	       72	
  890.23	      108	      107	      101	       93	       84	      123	      237	      273	       60	      187	      211	       65	      199	      221	       69	
  892.23	      108	      109	       97	       93	       86	      115	      237	      274	       59	      187	      213	       63	      198	      222	       67	
  894.23	      108	      109	       96	       93	       86	      116	      237	      274	       59	      187	      212	       64	      198	      222	       67	
  896.23	      108	      109	       97	       93	       86	      119	      237	      275	       58	      187	      212	       63	      198	      223	       67	
  898.23	      108	      107	      100	       93	       83	      126	      236	      272	       60	      186	      211	       65	      198	      220	       69	
  900.23	      108	      108	       97	       93	       86	      117	      237	      275	       58	      186	      213	       62	      199	      222	       67	
  902.23	      108	      109	       97	       93	       85	      118	      236	      275	       58	      187	      212	       63	      198	      222	       67	
  904.23	      108	      109	       96	       93	       86	      117	      236	      275	       58	      187	      212	       63	      199	      223	       67	
  906.23	      108	      107	      101	       93	       83	      126	      236	      272	       60	      187	      211	       65	      199	      221	       69	
  908.23	      108	      105	      106	       93	       80	      134	      237	      270	       62	      187	      208	       68	      199	      218	       72	
  910.23	      108	      107	      101	       93	       83	      126	      236	      272	       60	      186	      210	       65	      199	      221	       69	
  912.23	      108	      106	      102	       93	       83	      125	      237	      272	       61	      186	      210	       65	      199	      220	       70	
  914.23	      108	      107	      102	       93	       83	      125	      237	      272	       61	      187	      211	       65	      199	      220	       70	
  916.23	      108	      106	      101	       93	       83	      125	      237	      272	       61	      187	      210	       65	      198	      220	       69	
  918.23	      108	      107	      101	       93	       83	      125	      236	      272	       60	      186	      211	       65	      199	      221	       69	
  920.23	      110	      107	      105	       96	       84	      132	      238	      272	       63	      189	      211	       68	      200	      221	       71	
  922.23	      108	      109	       96	       93	       86	      117	      237	      274	       60	      186	      212	       63	      199	      222	       68	
  924.23	      106	      110	       87	       91	       89	      104	      235	      276	       55	      184	      214	       59	      197	      223	       65	
  926.23	      108	      107	      101	       93	       83	      124	      237	      271	       61	      186	      210	       66	      198	      221	       69	
  928.23	      108	      107	      100	       93	       84	      123	      236	      272	       60	      186	      210	       65	      198	      220	       69	
  930.23	      108	      104	      107	       93	       81	      133	      237	      271	       62	      187	      208	       69	      199	      218	       72	
  932.23	      108	      107	      101	       93	       84	      125	      236	      271	       61	      187	      210	       66	      198	      221	       69	
  934.23	      108	      107	      102	       93	       83	      124	      237	      272	       61	      186	      210	       66	      199	      221	       69	
  936.23	      108	      104	      107	       93	       80	      133	      237	      270	       63	      187	      208	       69	      199	      218	       72	
  938.23	      108	      107	      101	       93	       83	      126	      236	      272	       60	      186	      210	       66	      198	      220	       69	
  940.23	      108	      108	       97	       93	       86	      117	      237	      273	       60	      187	      212	       64	      199	      223	       67	
  942.23	      108	      108	       97	       93	       86	      118	      238	      275	       60	      187	      212	       64	      198	      223	       67	
  944.23	      108	      108	       97	       93	       85	      119	      238	      275	       59	      186	      212	       64	      198	      223	       66	
  946.23	      108	      106	      102	       93	       83	      125	      238	      273	       61	      186	      210	       66	      199	      221	       69	
  948.23	      108	      107	      102	       93	       83	      124	      238	      272	       62	      187	      210	       66	      199	      221	       69	
  950.23	      108	      106	      102	       93	       83	      125	      237	      272	       61	      186	      209	       66	      199	      221	       69	
  952.23	      108	      108	       97	       93	       86	      116	      237	      275	       58	      186	      211	       64	      199	      223	       66	
  954.23	      108	      109	       98	       93	       86	      117	      237	      274	       59	      187	      212	       64	      199	      223	       67	
  956.23	      108	      106	      102	       93	       84	      124	      237	      273	       61	      186	      210	       66	      199	      221	       70	
  958.23	      108	      106	      102	       94	       83	      126	      237	      272	       61	      186	      209	       66	      198	      221	       69	
  960.23	      108	      108	       98	       93	       86	      117	      236	      275	       58	      186	      212	       63	      199	      223	       66	
  962.23	      108	      106	      102	       93	       84	      124	      237	      272	       61	      186	      210	       66	      199	      222	       69	
  964.23	      110	      108	      102	       96	       86	      124	      238	      274	       60	      188	      211	       66	      201	      223	       70	
  966.23	      108	      106	      102	       93	       83	      126	      236	      272	       60	      186	      209	       67	      198	      221	       69	
